zip,city
10547,STOCKHOLM
10549,STOCKHOLM
10550,STOCKHOLM
10552,STOCKHOLM
10553,STOCKHOLM
10560,STOCKHOLM
10561,STOCKHOLM
10569,STOCKHOLM
10571,STOCKHOLM
10573,STOCKHOLM
10574,STOCKHOLM
10578,STOCKHOLM
10580,STOCKHOLM
10581,STOCKHOLM
10585,STOCKHOLM
10588,STOCKHOLM
10599,STOCKHOLM
10600,STOCKHOLM
10610,STOCKHOLM
10611,STOCKHOLM
10612,STOCKHOLM
10614,STOCKHOLM
10618,STOCKHOLM
10620,STOCKHOLM
10626,STOCKHOLM
10627,STOCKHOLM
10630,STOCKHOLM
10632,STOCKHOLM
10635,STOCKHOLM
10636,STOCKHOLM
10637,STOCKHOLM
10638,STOCKHOLM
10640,STOCKHOLM
10642,STOCKHOLM
10643,STOCKHOLM
10644,STOCKHOLM
10645,STOCKHOLM
10647,STOCKHOLM
10648,STOCKHOLM
10650,STOCKHOLM
10653,STOCKHOLM
10654,STOCKHOLM
10655,STOCKHOLM
10656,STOCKHOLM
10657,STOCKHOLM
10660,STOCKHOLM
10661,STOCKHOLM
10663,STOCKHOLM
10664,STOCKHOLM
10665,STOCKHOLM
10666,STOCKHOLM
10667,STOCKHOLM
10670,STOCKHOLM
10675,STOCKHOLM
10677,STOCKHOLM
10678,STOCKHOLM
10680,STOCKHOLM
10682,STOCKHOLM
10685,STOCKHOLM
10688,STOCKHOLM
10691,STOCKHOLM
10700,STOCKHOLM
10707,STOCKHOLM
10721,STOCKHOLM
10722,STOCKHOLM
10723,STOCKHOLM
10724,STOCKHOLM
10725,STOCKHOLM
10726,STOCKHOLM
10768,STOCKHOLM
10769,STOCKHOLM
10770,STOCKHOLM
10772,STOCKHOLM
10775,STOCKHOLM
10776,STOCKHOLM
10780,STOCKHOLM
10781,STOCKHOLM
10785,STOCKHOLM
10786,STOCKHOLM
10788,STOCKHOLM
10790,STOCKHOLM
10795,STOCKHOLM
10796,STOCKHOLM
10900,STOCKHOLM
10901,STOCKHOLM
10902,STOCKHOLM
10903,STOCKHOLM
10904,STOCKHOLM
10905,STOCKHOLM
10906,STOCKHOLM
10907,STOCKHOLM
10908,STOCKHOLM
10909,STOCKHOLM
10910,STOCKHOLM
10911,STOCKHOLM
10912,STOCKHOLM
10913,STOCKHOLM
10914,STOCKHOLM
10915,STOCKHOLM
10916,STOCKHOLM
10917,STOCKHOLM
10918,STOCKHOLM
10919,STOCKHOLM
10920,STOCKHOLM
10921,STOCKHOLM
10922,STOCKHOLM
10923,STOCKHOLM
10924,STOCKHOLM
10925,STOCKHOLM
10926,STOCKHOLM
10927,STOCKHOLM
10928,STOCKHOLM
10929,STOCKHOLM
10930,STOCKHOLM
10931,STOCKHOLM
10932,STOCKHOLM
10933,STOCKHOLM
10934,STOCKHOLM
10935,STOCKHOLM
10936,STOCKHOLM
10937,STOCKHOLM
10938,STOCKHOLM
10939,STOCKHOLM
10940,STOCKHOLM
10941,STOCKHOLM
10942,STOCKHOLM
10943,STOCKHOLM
10944,STOCKHOLM
10945,STOCKHOLM
10946,STOCKHOLM
10947,STOCKHOLM
10948,STOCKHOLM
10949,STOCKHOLM
10950,STOCKHOLM
10951,STOCKHOLM
10952,STOCKHOLM
10953,STOCKHOLM
10954,STOCKHOLM
10955,STOCKHOLM
10956,STOCKHOLM
10957,STOCKHOLM
10958,STOCKHOLM
10959,STOCKHOLM
10960,STOCKHOLM
10961,STOCKHOLM
10962,STOCKHOLM
10963,STOCKHOLM
10964,STOCKHOLM
10965,STOCKHOLM
10966,STOCKHOLM
10967,STOCKHOLM
10968,STOCKHOLM
10969,STOCKHOLM
10970,STOCKHOLM
10971,STOCKHOLM
10972,STOCKHOLM
10973,STOCKHOLM
10974,STOCKHOLM
10975,STOCKHOLM
10976,STOCKHOLM
10977,STOCKHOLM
10978,STOCKHOLM
10979,STOCKHOLM
10980,STOCKHOLM
10981,STOCKHOLM
10982,STOCKHOLM
10983,STOCKHOLM
10984,STOCKHOLM
10985,STOCKHOLM
10986,STOCKHOLM
10987,STOCKHOLM
10988,STOCKHOLM
10989,STOCKHOLM
10990,STOCKHOLM
10991,STOCKHOLM
10992,STOCKHOLM
10993,STOCKHOLM
10994,STOCKHOLM
10995,STOCKHOLM
10996,STOCKHOLM
10997,STOCKHOLM
10998,STOCKHOLM
10999,STOCKHOLM
11000,STOCKHOLM
11001,STOCKHOLM
11002,STOCKHOLM
11003,STOCKHOLM
11004,STOCKHOLM
11005,STOCKHOLM
11006,STOCKHOLM
11007,STOCKHOLM
11008,STOCKHOLM
11009,STOCKHOLM
11010,STOCKHOLM
11011,STOCKHOLM
11012,STOCKHOLM
11013,STOCKHOLM
11015,STOCKHOLM
11016,STOCKHOLM
11017,STOCKHOLM
11019,STOCKHOLM
11020,STOCKHOLM
11022,STOCKHOLM
11023,STOCKHOLM
11025,STOCKHOLM
11026,STOCKHOLM
11027,STOCKHOLM
11029,STOCKHOLM
11030,STOCKHOLM
11034,STOCKHOLM
11037,STOCKHOLM
11039,STOCKHOLM
11043,STOCKHOLM
11045,STOCKHOLM
11046,STOCKHOLM
11049,STOCKHOLM
11050,STOCKHOLM
11051,STOCKHOLM
11052,STOCKHOLM
11053,STOCKHOLM
11054,STOCKHOLM
11055,STOCKHOLM
11056,STOCKHOLM
11057,STOCKHOLM
11058,STOCKHOLM
11059,STOCKHOLM
11060,STOCKHOLM
11069,STOCKHOLM
11070,STOCKHOLM
11074,STOCKHOLM
11075,STOCKHOLM
11076,STOCKHOLM
11077,STOCKHOLM
11078,STOCKHOLM
11079,STOCKHOLM
11080,STOCKHOLM
11081,STOCKHOLM
11082,STOCKHOLM
11083,STOCKHOLM
11084,STOCKHOLM
11085,STOCKHOLM
11086,STOCKHOLM
11087,STOCKHOLM
11088,STOCKHOLM
11089,STOCKHOLM
11090,STOCKHOLM
11091,STOCKHOLM
11092,STOCKHOLM
11093,STOCKHOLM
11094,STOCKHOLM
11095,STOCKHOLM
11096,STOCKHOLM
11097,STOCKHOLM
11098,STOCKHOLM
11099,STOCKHOLM
11101,STOCKHOLM
11102,STOCKHOLM
11115,STOCKHOLM
11120,STOCKHOLM
11121,STOCKHOLM
11122,STOCKHOLM
11123,STOCKHOLM
11124,STOCKHOLM
11127,STOCKHOLM
11128,STOCKHOLM
11129,STOCKHOLM
11130,STOCKHOLM
11131,STOCKHOLM
11134,STOCKHOLM
11135,STOCKHOLM
11136,STOCKHOLM
11137,STOCKHOLM
11138,STOCKHOLM
11139,STOCKHOLM
11140,STOCKHOLM
11143,STOCKHOLM
11144,STOCKHOLM
11145,STOCKHOLM
11146,STOCKHOLM
11147,STOCKHOLM
11148,STOCKHOLM
11149,STOCKHOLM
11151,STOCKHOLM
11152,STOCKHOLM
11153,STOCKHOLM
11156,STOCKHOLM
11157,STOCKHOLM
11160,STOCKHOLM
11161,STOCKHOLM
11164,STOCKHOLM
11171,STOCKHOLM
11173,STOCKHOLM
11174,STOCKHOLM
11175,STOCKHOLM
11176,STOCKHOLM
11177,STOCKHOLM
11181,STOCKHOLM
11182,STOCKHOLM
11183,STOCKHOLM
11184,STOCKHOLM
11185,STOCKHOLM
11186,STOCKHOLM
11187,STOCKHOLM
11191,STOCKHOLM
11192,STOCKHOLM
11193,STOCKHOLM
11196,STOCKHOLM
11197,STOCKHOLM
11201,STOCKHOLM
11202,STOCKHOLM
11204,STOCKHOLM
11215,STOCKHOLM
11216,STOCKHOLM
11217,STOCKHOLM
11218,STOCKHOLM
11219,STOCKHOLM
11220,STOCKHOLM
11221,STOCKHOLM
11222,STOCKHOLM
11223,STOCKHOLM
11224,STOCKHOLM
11225,STOCKHOLM
11226,STOCKHOLM
11227,STOCKHOLM
11228,STOCKHOLM
11229,STOCKHOLM
11230,STOCKHOLM
11231,STOCKHOLM
11232,STOCKHOLM
11233,STOCKHOLM
11234,STOCKHOLM
11235,STOCKHOLM
11236,STOCKHOLM
11237,STOCKHOLM
11238,STOCKHOLM
11239,STOCKHOLM
11240,STOCKHOLM
11241,STOCKHOLM
11242,STOCKHOLM
11243,STOCKHOLM
11244,STOCKHOLM
11245,STOCKHOLM
11246,STOCKHOLM
11247,STOCKHOLM
11248,STOCKHOLM
11249,STOCKHOLM
11250,STOCKHOLM
11251,STOCKHOLM
11252,STOCKHOLM
11253,STOCKHOLM
11254,STOCKHOLM
11255,STOCKHOLM
11256,STOCKHOLM
11257,STOCKHOLM
11258,STOCKHOLM
11259,STOCKHOLM
11260,STOCKHOLM
11261,STOCKHOLM
11262,STOCKHOLM
11263,STOCKHOLM
11264,STOCKHOLM
11265,STOCKHOLM
11266,STOCKHOLM
11267,STOCKHOLM
11269,STOCKHOLM
11273,STOCKHOLM
11274,STOCKHOLM
11275,STOCKHOLM
11276,STOCKHOLM
11277,STOCKHOLM
11278,STOCKHOLM
11279,STOCKHOLM
11280,STOCKHOLM
11281,STOCKHOLM
11282,STOCKHOLM
11283,STOCKHOLM
11284,STOCKHOLM
11285,STOCKHOLM
11286,STOCKHOLM
11287,STOCKHOLM
11288,STOCKHOLM
11289,STOCKHOLM
11292,STOCKHOLM
11293,STOCKHOLM
11294,STOCKHOLM
11296,STOCKHOLM
11297,STOCKHOLM
11298,STOCKHOLM
11301,STOCKHOLM
11302,STOCKHOLM
11303,STOCKHOLM
11304,STOCKHOLM
11320,STOCKHOLM
11321,STOCKHOLM
11322,STOCKHOLM
11323,STOCKHOLM
11324,STOCKHOLM
11325,STOCKHOLM
11326,STOCKHOLM
11327,STOCKHOLM
11328,STOCKHOLM
11329,STOCKHOLM
11330,STOCKHOLM
11331,STOCKHOLM
11332,STOCKHOLM
11333,STOCKHOLM
11334,STOCKHOLM
11335,STOCKHOLM
11336,STOCKHOLM
11337,STOCKHOLM
11338,STOCKHOLM
11339,STOCKHOLM
11340,STOCKHOLM
11341,STOCKHOLM
11342,STOCKHOLM
11343,STOCKHOLM
11344,STOCKHOLM
11345,STOCKHOLM
11346,STOCKHOLM
11347,STOCKHOLM
11348,STOCKHOLM
11349,STOCKHOLM
11350,STOCKHOLM
11351,STOCKHOLM
11352,STOCKHOLM
11353,STOCKHOLM
11354,STOCKHOLM
11355,STOCKHOLM
11356,STOCKHOLM
11357,STOCKHOLM
11358,STOCKHOLM
11359,STOCKHOLM
11360,STOCKHOLM
11361,STOCKHOLM
11362,STOCKHOLM
11364,STOCKHOLM
11365,STOCKHOLM
11376,STOCKHOLM
11378,STOCKHOLM
11379,STOCKHOLM
11380,STOCKHOLM
11381,STOCKHOLM
11382,STOCKHOLM
11383,STOCKHOLM
11384,STOCKHOLM
11385,STOCKHOLM
11386,STOCKHOLM
11387,STOCKHOLM
11388,STOCKHOLM
11389,STOCKHOLM
11390,STOCKHOLM
11391,STOCKHOLM
11392,STOCKHOLM
11393,STOCKHOLM
11394,STOCKHOLM
11396,STOCKHOLM
11397,STOCKHOLM
11398,STOCKHOLM
11399,STOCKHOLM
11401,STOCKHOLM
11402,STOCKHOLM
11411,STOCKHOLM
11414,STOCKHOLM
11415,STOCKHOLM
11416,STOCKHOLM
11417,STOCKHOLM
11418,STOCKHOLM
11419,STOCKHOLM
11420,STOCKHOLM
11421,STOCKHOLM
11422,STOCKHOLM
11423,STOCKHOLM
11424,STOCKHOLM
11425,STOCKHOLM
11426,STOCKHOLM
11427,STOCKHOLM
11428,STOCKHOLM
11429,STOCKHOLM
11430,STOCKHOLM
11431,STOCKHOLM
11432,STOCKHOLM
11433,STOCKHOLM
11434,STOCKHOLM
11435,STOCKHOLM
11436,STOCKHOLM
11437,STOCKHOLM
11438,STOCKHOLM
11439,STOCKHOLM
11440,STOCKHOLM
11441,STOCKHOLM
11442,STOCKHOLM
11443,STOCKHOLM
11444,STOCKHOLM
11445,STOCKHOLM
11446,STOCKHOLM
11447,STOCKHOLM
11448,STOCKHOLM
11449,STOCKHOLM
11450,STOCKHOLM
11451,STOCKHOLM
11452,STOCKHOLM
11453,STOCKHOLM
11454,STOCKHOLM
11455,STOCKHOLM
11456,STOCKHOLM
11457,STOCKHOLM
11458,STOCKHOLM
11459,STOCKHOLM
11460,STOCKHOLM
11473,STOCKHOLM
11475,STOCKHOLM
11476,STOCKHOLM
11478,STOCKHOLM
11479,STOCKHOLM
11480,STOCKHOLM
11481,STOCKHOLM
11482,STOCKHOLM
11483,STOCKHOLM
11484,STOCKHOLM
11485,STOCKHOLM
11486,STOCKHOLM
11487,STOCKHOLM
11488,STOCKHOLM
11489,STOCKHOLM
11490,STOCKHOLM
11494,STOCKHOLM
11495,STOCKHOLM
11497,STOCKHOLM
11499,STOCKHOLM
11501,STOCKHOLM
11502,STOCKHOLM
11520,STOCKHOLM
11521,STOCKHOLM
11522,STOCKHOLM
11523,STOCKHOLM
11524,STOCKHOLM
11525,STOCKHOLM
11526,STOCKHOLM
11527,STOCKHOLM
11528,STOCKHOLM
11529,STOCKHOLM
11530,STOCKHOLM
11531,STOCKHOLM
11532,STOCKHOLM
11533,STOCKHOLM
11534,STOCKHOLM
11535,STOCKHOLM
11536,STOCKHOLM
11537,STOCKHOLM
11538,STOCKHOLM
11539,STOCKHOLM
11540,STOCKHOLM
11541,STOCKHOLM
11542,STOCKHOLM
11543,STOCKHOLM
11544,STOCKHOLM
11545,STOCKHOLM
11546,STOCKHOLM
11547,STOCKHOLM
11550,STOCKHOLM
11551,STOCKHOLM
11553,STOCKHOLM
11556,STOCKHOLM
11557,STOCKHOLM
11558,STOCKHOLM
11559,STOCKHOLM
11573,STOCKHOLM
11576,STOCKHOLM
11577,STOCKHOLM
11578,STOCKHOLM
11579,STOCKHOLM
11580,STOCKHOLM
11582,STOCKHOLM
11583,STOCKHOLM
11584,STOCKHOLM
11587,STOCKHOLM
11588,STOCKHOLM
11589,STOCKHOLM
11591,STOCKHOLM
11592,STOCKHOLM
11593,STOCKHOLM
11594,STOCKHOLM
11595,STOCKHOLM
11596,STOCKHOLM
11597,STOCKHOLM
11599,STOCKHOLM
11601,STOCKHOLM
11618,STOCKHOLM
11620,STOCKHOLM
11621,STOCKHOLM
11622,STOCKHOLM
11623,STOCKHOLM
11624,STOCKHOLM
11625,STOCKHOLM
11628,STOCKHOLM
11629,STOCKHOLM
11630,STOCKHOLM
11631,STOCKHOLM
11632,STOCKHOLM
11633,STOCKHOLM
11634,STOCKHOLM
11635,STOCKHOLM
11636,STOCKHOLM
11637,STOCKHOLM
11638,STOCKHOLM
11639,STOCKHOLM
11640,STOCKHOLM
11641,STOCKHOLM
11642,STOCKHOLM
11643,STOCKHOLM
11644,STOCKHOLM
11645,STOCKHOLM
11646,STOCKHOLM
11647,STOCKHOLM
11648,STOCKHOLM
11661,STOCKHOLM
11662,STOCKHOLM
11663,STOCKHOLM
11664,STOCKHOLM
11665,STOCKHOLM
11666,STOCKHOLM
11667,STOCKHOLM
11668,STOCKHOLM
11674,STOCKHOLM
11681,STOCKHOLM
11685,STOCKHOLM
11688,STOCKHOLM
11691,STOCKHOLM
11692,STOCKHOLM
11693,STOCKHOLM
11694,STOCKHOLM
11701,STOCKHOLM
11715,STOCKHOLM
11718,STOCKHOLM
11726,STOCKHOLM
11727,STOCKHOLM
11728,STOCKHOLM
11729,STOCKHOLM
11730,STOCKHOLM
11731,STOCKHOLM
11732,STOCKHOLM
11733,STOCKHOLM
11734,STOCKHOLM
11735,STOCKHOLM
11736,STOCKHOLM
11737,STOCKHOLM
11738,STOCKHOLM
11739,STOCKHOLM
11740,STOCKHOLM
11741,STOCKHOLM
11743,STOCKHOLM
11750,STOCKHOLM
11756,STOCKHOLM
11757,STOCKHOLM
11758,STOCKHOLM
11759,STOCKHOLM
11760,STOCKHOLM
11761,STOCKHOLM
11762,STOCKHOLM
11763,STOCKHOLM
11764,STOCKHOLM
11765,STOCKHOLM
11766,STOCKHOLM
11767,STOCKHOLM
11768,STOCKHOLM
11769,STOCKHOLM
11770,STOCKHOLM
11775,STOCKHOLM
11780,STOCKHOLM
11783,STOCKHOLM
11784,STOCKHOLM
11785,STOCKHOLM
11786,STOCKHOLM
11788,STOCKHOLM
11790,STOCKHOLM
11791,STOCKHOLM
11794,STOCKHOLM
11797,STOCKHOLM
11798,STOCKHOLM
11799,STOCKHOLM
11801,STOCKHOLM
11805,STOCKHOLM
11818,STOCKHOLM
11820,STOCKHOLM
11821,STOCKHOLM
11822,STOCKHOLM
11823,STOCKHOLM
11824,STOCKHOLM
11825,STOCKHOLM
11826,STOCKHOLM
11827,STOCKHOLM
11828,STOCKHOLM
11829,STOCKHOLM
11830,STOCKHOLM
11842,STOCKHOLM
11846,STOCKHOLM
11847,STOCKHOLM
11848,STOCKHOLM
11849,STOCKHOLM
11850,STOCKHOLM
11851,STOCKHOLM
11852,STOCKHOLM
11853,STOCKHOLM
11854,STOCKHOLM
11855,STOCKHOLM
11856,STOCKHOLM
11857,STOCKHOLM
11858,STOCKHOLM
11859,STOCKHOLM
11860,STOCKHOLM
11861,STOCKHOLM
11862,STOCKHOLM
11863,STOCKHOLM
11864,STOCKHOLM
11865,STOCKHOLM
11866,STOCKHOLM
11867,STOCKHOLM
11869,STOCKHOLM
11872,STOCKHOLM
11880,STOCKHOLM
11881,STOCKHOLM
11882,STOCKHOLM
11883,STOCKHOLM
11885,STOCKHOLM
11886,STOCKHOLM
11887,STOCKHOLM
11888,STOCKHOLM
11889,STOCKHOLM
11890,STOCKHOLM
11891,STOCKHOLM
11892,STOCKHOLM
11893,STOCKHOLM
11894,STOCKHOLM
11895,STOCKHOLM
12000,STOCKHOLM
12001,STOCKHOLM
12006,STOCKHOLM
12007,STOCKHOLM
12008,STOCKHOLM
12009,STOCKHOLM
12011,STOCKHOLM
12016,STOCKHOLM
12020,STOCKHOLM
12021,STOCKHOLM
12022,STOCKHOLM
12023,STOCKHOLM
12024,STOCKHOLM
12025,STOCKHOLM
12030,STOCKHOLM
12031,STOCKHOLM
12032,STOCKHOLM
12061,STOCKHOLM
12062,STOCKHOLM
12063,STOCKHOLM
12064,STOCKHOLM
12065,STOCKHOLM
12066,STOCKHOLM
12067,STOCKHOLM
12068,STOCKHOLM
12069,STOCKHOLM
12070,STOCKHOLM
12071,STOCKHOLM
12079,STOCKHOLM
12082,STOCKHOLM
12086,STOCKHOLM
12087,STOCKHOLM
12088,STOCKHOLM
12090,STOCKHOLM
12100,JOHANNESHOV
12105,JOHANNESHOV
12106,JOHANNESHOV
12114,ENSKEDEDALEN
12115,ENSKEDEDALEN
12116,JOHANNESHOV
12117,JOHANNESHOV
12118,JOHANNESHOV
12120,JOHANNESHOV
12121,JOHANNESHOV
12122,JOHANNESHOV
12123,JOHANNESHOV
12129,STOCKHOLM
12130,ENSKEDEDALEN
12131,ENSKEDEDALEN
12132,ENSKEDEDALEN
12133,ENSKEDEDALEN
12134,ENSKEDEDALEN
12135,JOHANNESHOV
12136,JOHANNESHOV
12137,JOHANNESHOV
12138,JOHANNESHOV
12139,JOHANNESHOV
12140,JOHANNESHOV
12143,JOHANNESHOV
12144,JOHANNESHOV
12145,JOHANNESHOV
12146,JOHANNESHOV
12147,JOHANNESHOV
12148,JOHANNESHOV
12149,JOHANNESHOV
12150,JOHANNESHOV
12151,JOHANNESHOV
12152,JOHANNESHOV
12153,JOHANNESHOV
12154,JOHANNESHOV
12155,JOHANNESHOV
12156,JOHANNESHOV
12162,JOHANNESHOV
12163,JOHANNESHOV
12177,JOHANNESHOV
12186,JOHANNESHOV
12187,ENSKEDEDALEN
12200,ENSKEDE
12203,ENSKEDE
12206,ENSKEDE
12220,ENSKEDE
12231,ENSKEDE
12232,ENSKEDE
12233,ENSKEDE
12234,ENSKEDE
12237,ENSKEDE
12238,ENSKEDE
12239,ENSKEDE
12240,ENSKEDE
12241,ENSKEDE
12242,ENSKEDE
12243,ENSKEDE
12244,ENSKEDE
12245,ENSKEDE
12246,ENSKEDE
12247,ENSKEDE
12248,ENSKEDE
12249,ENSKEDE
12260,ENSKEDE
12262,ENSKEDE
12263,ENSKEDE
12264,ENSKEDE
12265,ENSKEDE
12266,ENSKEDE
12286,ENSKEDE
12288,ENSKEDE
12300,FARSTA
12305,FARSTA
12320,FARSTA
12321,FARSTA
12322,FARSTA
12323,FARSTA
12328,FARSTA
12331,FARSTA
12332,FARSTA
12333,FARSTA
12334,FARSTA
12341,FARSTA
12342,FARSTA
12343,FARSTA
12344,FARSTA
12346,FARSTA
12347,FARSTA
12348,FARSTA
12349,FARSTA
12350,FARSTA
12352,FARSTA
12353,FARSTA
12354,FARSTA
12355,FARSTA
12356,FARSTA
12357,FARSTA
12358,FARSTA
12359,FARSTA
12360,FARSTA
12361,FARSTA
12363,FARSTA
12371,FARSTA
12372,FARSTA
12373,FARSTA
12386,FARSTA
12400,BANDHAGEN
12404,BANDHAGEN
12420,BANDHAGEN
12421,BANDHAGEN
12422,BANDHAGEN
12430,BANDHAGEN
12431,BANDHAGEN
12432,BANDHAGEN
12433,BANDHAGEN
12450,BANDHAGEN
12451,BANDHAGEN
12452,BANDHAGEN
12453,BANDHAGEN
12454,BANDHAGEN
12455,BANDHAGEN
12456,BANDHAGEN
12457,BANDHAGEN
12458,BANDHAGEN
12459,BANDHAGEN
12460,BANDHAGEN
12461,BANDHAGEN
12462,BANDHAGEN
12463,BANDHAGEN
12464,BANDHAGEN
12465,BANDHAGEN
12466,BANDHAGEN
12467,BANDHAGEN
12470,BANDHAGEN
12471,BANDHAGEN
12472,BANDHAGEN
12473,BANDHAGEN
12474,BANDHAGEN
12475,BANDHAGEN
12476,BANDHAGEN
12580,STOCKHOLM
12581,STOCKHOLM
12582,STOCKHOLM
12608,STOCKHOLM
12611,STOCKHOLM
12612,STOCKHOLM
12613,STOCKHOLM
12614,STOCKHOLM
12615,STOCKHOLM
12616,STOCKHOLM
12617,STOCKHOLM
12619,STOCKHOLM
12620,STOCKHOLM
12625,STOCKHOLM
12627,STOCKHOLM
12675,STOCKHOLM
12680,STOCKHOLM
12681,STOCKHOLM
12686,STOCKHOLM
12688,STOCKHOLM
12729,STOCKHOLM
12804,BAGARMOSSEN
12805,BAGARMOSSEN
12841,BAGARMOSSEN
12842,BAGARMOSSEN
12843,BAGARMOSSEN
12844,BAGARMOSSEN
12845,BAGARMOSSEN
12846,BAGARMOSSEN
12847,BAGARMOSSEN
12848,BAGARMOSSEN
13032,GRINDA
13039,SANDHAMN
13042,STAVSUDDA
13100,NACKA
13102,NACKA
13104,NACKA
13105,NACKA
13106,NACKA
13107,NACKA
13108,NACKA
13110,STOCKHOLM
13120,NACKA
13121,NACKA
13122,NACKA
13123,NACKA
13124,NACKA
13125,NACKA
13126,NACKA STRAND
13127,NACKA STRAND
13128,NACKA STRAND
13130,NACKA
13131,NACKA
